views,comments,AFRAID,AMUSED,ANGRY,ANNOYED,DONT_CARE,HAPPY,INSPIRED,SAD
425429,92,0.15779537,0.105153276,0.120541432,0.128618276,0.114455918,0.0981243,0.162315449,0.112995979
948459,107,0.111114925,0.114959917,0.115943561,0.128440339,0.124758064,0.1063277,0.189167596,0.109287898
909309,142,0.115966342,0.116130934,0.130861982,0.131247775,0.121262008,0.100213164,0.170679154,0.11363864
744257,99,0.089464075,0.123540396,0.11285639,0.134460485,0.129142346,0.106808146,0.205540576,0.098187586
1069653,80,0.105274581,0.131492587,0.111686754,0.125273925,0.126872003,0.111190368,0.185426611,0.10278317
775430,846,0.13467786,0.110047628,0.120628873,0.126998467,0.123212343,0.103777791,0.165980028,0.114677009
922158,277,0.106519028,0.114883649,0.116344352,0.129382859,0.121305612,0.10788205,0.194606551,0.109075899
1985679,266,0.096693065,0.117283174,0.122374507,0.133527994,0.130489503,0.104058717,0.188526684,0.107046355
904813,125,0.141111038,0.109314117,0.115208779,0.125394123,0.123334751,0.101265674,0.169082558,0.115288959
792495,133,0.104613085,0.108163225,0.120802261,0.1379574,0.123814051,0.107350565,0.192043788,0.105255626
1485196,88,0.099533803,0.120908768,0.119251596,0.126664045,0.130473217,0.11469481,0.178495165,0.109978596
881842,109,0.10941753,0.112293589,0.118093502,0.132724428,0.126105939,0.107691864,0.189073011,0.104600137
4934167,324,0.093453414,0.124485497,0.117700588,0.13629939,0.13114125,0.104394395,0.188418091,0.104107374
22270883,354,0.102918853,0.132497518,0.11761991,0.128518204,0.126961023,0.10148688,0.182811607,0.107186005
884578,181,0.127980956,0.124945949,0.11926252,0.124342097,0.118166821,0.099939736,0.17066275,0.114699171
556657,62,0.093698644,0.115839724,0.105186136,0.125591337,0.141354995,0.118234049,0.194678078,0.105417036
2613400,591,0.08411015,0.132176952,0.104858725,0.130515303,0.134451803,0.113542815,0.195569816,0.104774437
4289903,588,0.093390411,0.114121735,0.11768778,0.134213893,0.13104002,0.1054335,0.201936254,0.102176406
1026589,313,0.091300561,0.105617952,0.116186955,0.131729699,0.12891906,0.105481016,0.210368291,0.110396466
555846,103,0.116410982,0.110755874,0.121192774,0.124406353,0.117710434,0.112749502,0.181016621,0.11575746
1054415,287,0.076883729,0.126597952,0.106721366,0.134417592,0.136732407,0.115532283,0.208087334,0.095027337
589931,323,0.098991914,0.107354303,0.121948679,0.141042403,0.12538748,0.106193662,0.198971257,0.100110302
908923,145,0.110898904,0.117220174,0.114485531,0.131340289,0.126252183,0.109720104,0.191545327,0.098537486
751889,143,0.109150096,0.111063158,0.119753149,0.125411724,0.12629097,0.103948941,0.187394125,0.116987836
296294,55,0.088794615,0.119054023,0.115978909,0.132260838,0.138603469,0.103411058,0.187600042,0.114297046
493966,126,0.109350645,0.11018144,0.120500353,0.134419663,0.127542561,0.10434684,0.181165206,0.112493291
606042,172,0.117458974,0.111374343,0.127444295,0.128973554,0.120404849,0.10617113,0.167327637,0.120845217
352169,69,0.102916264,0.116472592,0.114948494,0.128889991,0.133195615,0.112733434,0.182321869,0.10852174
1587823,112,0.096879973,0.124252249,0.112372123,0.132181345,0.128442769,0.102438546,0.196901333,0.106531662
665959,72,0.10321248,0.130101938,0.110059649,0.125357072,0.125184569,0.108146333,0.189941181,0.107996779
3661633,182,0.091905997,0.113154031,0.115372876,0.135670155,0.134032723,0.108177048,0.196522187,0.105164982
843719,103,0.105521504,0.119415388,0.116846325,0.126856076,0.127324919,0.106145655,0.1881601,0.109730034
1677738,344,0.107605115,0.114405695,0.124132552,0.135797562,0.129404451,0.104396692,0.178370134,0.1058878
1076279,642,0.107974992,0.121282794,0.118761023,0.130163969,0.119948881,0.09933386,0.189924729,0.112609752
680984,110,0.106998614,0.119402318,0.115743296,0.130000978,0.124504086,0.104658715,0.184854131,0.113837863
1580239,166,0.094096637,0.116666465,0.116700512,0.13819446,0.129922018,0.107306685,0.197150149,0.099963074
406530,93,0.104697434,0.104860705,0.130115682,0.14203658,0.120233915,0.108620661,0.180197686,0.109237337
437529,42,0.093716237,0.109074111,0.111947906,0.136454684,0.130163144,0.10716603,0.210176132,0.101301757
310446,60,0.105914902,0.116982919,0.112627332,0.127506096,0.126049211,0.107125979,0.188192686,0.115600875
2175141,398,0.09251582,0.115623675,0.117641518,0.132328193,0.127937169,0.107470431,0.20920737,0.097275824
1149257,172,0.092878674,0.117283188,0.110190097,0.129030277,0.132020618,0.109993175,0.207399582,0.10120439
784642,423,0.093625613,0.118077724,0.113444625,0.131605112,0.129292306,0.107730408,0.203217107,0.103007105
594111,26,0.087739558,0.120068814,0.113265168,0.131769048,0.136281277,0.110211968,0.197986226,0.102677941
1022457,101,0.095426372,0.124657677,0.11359154,0.133439616,0.127624263,0.110024385,0.196805823,0.098430325
501090,80,0.105868522,0.103682971,0.139666507,0.135321087,0.121493419,0.099637427,0.177327788,0.117002278
624544,144,0.113282686,0.121438581,0.123972308,0.129451548,0.122747678,0.101149375,0.176345886,0.111611938
646378,473,0.116213461,0.109247345,0.125234336,0.129670333,0.121088296,0.105013613,0.180195545,0.113337071
522578,54,0.098627694,0.122918607,0.111420312,0.132347858,0.131134164,0.105930591,0.196507199,0.101113575
462619,81,0.120062968,0.120974914,0.115662716,0.125343794,0.116608462,0.103631345,0.174474834,0.123240968
2064604,155,0.103155203,0.126642114,0.124936598,0.132824222,0.120837027,0.094984327,0.181457236,0.115163275
996694,301,0.118920754,0.119423993,0.113912309,0.129127559,0.123512457,0.104275497,0.177206207,0.113621224
811914,514,0.107268364,0.104604373,0.12927183,0.13507507,0.122357649,0.103576774,0.186787485,0.111058455
5790615,471,0.091065281,0.116348594,0.115850996,0.134716231,0.13376569,0.103047105,0.199373598,0.105832505
771144,85,0.091702831,0.126548513,0.11273406,0.132262058,0.132295301,0.107911307,0.197839512,0.098706417
1038576,621,0.09804594,0.125923748,0.1247735,0.130471627,0.124470724,0.101656185,0.184251375,0.110406902
640722,103,0.100017195,0.123422685,0.114248551,0.128650168,0.128881177,0.10572984,0.186796919,0.112253464
3573198,752,0.112895186,0.114204779,0.121526591,0.128141972,0.121521018,0.104821208,0.176390121,0.120499124
572392,403,0.10604881,0.109607789,0.127866234,0.137449399,0.126670694,0.108712714,0.177323889,0.106320471
1118954,141,0.108566568,0.118352647,0.121799586,0.127604298,0.121064562,0.106072144,0.186010582,0.110529613
776516,210,0.097703979,0.110087934,0.123044931,0.130591456,0.126880168,0.101892461,0.191079246,0.118719824
18830983,1094,0.096076324,0.115015536,0.12125221,0.138296533,0.12789769,0.106252247,0.191363555,0.103845905
2088983,428,0.101125719,0.120671187,0.114200739,0.133804568,0.134344342,0.107627039,0.184292855,0.103933552
1471039,122,0.114527897,0.110247939,0.117355528,0.129630737,0.1261006,0.106698193,0.18294555,0.112493556
389813,123,0.088200745,0.12355506,0.106261787,0.127999148,0.135499311,0.111448678,0.207553224,0.099482046
679728,99,0.103272558,0.11768249,0.11369856,0.129371974,0.128811383,0.10870053,0.189663256,0.108799249
751452,118,0.102546507,0.118224754,0.115078069,0.136066714,0.127267021,0.105930393,0.192933983,0.10195256
308233,91,0.103067568,0.115633886,0.117225269,0.134366581,0.128236048,0.104520336,0.190857697,0.106092616
811565,125,0.097770229,0.12153728,0.114685332,0.130486102,0.124233852,0.11080388,0.198575782,0.101907543
571893,60,0.106784211,0.122407116,0.112570797,0.128889767,0.13257258,0.106426599,0.178654637,0.111694293
914170,288,0.123575132,0.114611297,0.116380723,0.126861722,0.125321157,0.105044004,0.175971696,0.112234269
689476,110,0.106949949,0.11279519,0.11580639,0.127969856,0.128937499,0.10394546,0.189215292,0.114380364
2856240,386,0.096735487,0.121530877,0.121843457,0.136390182,0.128298217,0.101532519,0.187484093,0.106185169
891314,91,0.112398939,0.11017312,0.134583922,0.134677776,0.12285602,0.103648805,0.167421818,0.114239599
2129938,227,0.097565032,0.119382719,0.118948663,0.130017929,0.127548901,0.109108448,0.191183499,0.106244808
1159134,108,0.1001738,0.125715052,0.111546207,0.127527483,0.130712206,0.105339599,0.192754708,0.106230945
4233352,328,0.102749154,0.125171071,0.116296025,0.136879459,0.129217324,0.100476373,0.18335107,0.105859524
883282,91,0.102968733,0.107002099,0.112464169,0.131427558,0.133684449,0.100020169,0.189290656,0.123142166
717483,96,0.095097741,0.121265546,0.122405932,0.136817198,0.131172461,0.105676874,0.181337172,0.106227077
430276,110,0.100235793,0.113480908,0.131150546,0.142968494,0.129031601,0.099639152,0.182084662,0.101408844
2161908,292,0.0989086,0.108480243,0.122951228,0.131351495,0.126080244,0.106636538,0.189185265,0.116406387
1581054,171,0.105988298,0.114462778,0.140589764,0.136607935,0.125558416,0.101764572,0.164525916,0.11050232
436147,52,0.10786,0.104028106,0.123276757,0.134532667,0.123496393,0.10737626,0.190917286,0.108512531
935859,185,0.122192552,0.105912699,0.128737054,0.133655531,0.121233771,0.10436834,0.17191986,0.111980194
1340175,64,0.099290582,0.115023883,0.115897557,0.135579356,0.127248805,0.108877782,0.197230073,0.100851962
732390,311,0.092867622,0.110233332,0.121680604,0.138451241,0.12744626,0.102222603,0.203175234,0.103923104
593547,70,0.111745426,0.131784334,0.110208477,0.124863417,0.128936409,0.104669783,0.186638251,0.101153902
2956967,158,0.088082174,0.120192874,0.113933925,0.130441169,0.13492906,0.11122906,0.196672855,0.104518883
1014285,111,0.106665666,0.116856082,0.117715337,0.12845068,0.124700724,0.104962432,0.188334347,0.112314732
1404586,248,0.09788579,0.113705514,0.122861211,0.134768307,0.12962728,0.102746322,0.188849986,0.109555591
13298341,1155,0.09478104,0.115449311,0.120202366,0.132996525,0.128878759,0.102905007,0.195480298,0.109306695
5006241,234,0.094166521,0.120513637,0.115889071,0.129258714,0.131434229,0.106027161,0.189608982,0.113101685
739428,149,0.087863299,0.124297459,0.110301328,0.123248961,0.134862972,0.109992693,0.202857395,0.106575894
1431255,57,0.107583899,0.115620345,0.117486602,0.121286722,0.123168195,0.107134723,0.193841048,0.113878466
906262,178,0.095869242,0.127731724,0.112638901,0.132953688,0.128148441,0.109467893,0.1970884,0.096101711
2882836,286,0.091242683,0.12239631,0.115888428,0.137545003,0.132976062,0.106501133,0.193054926,0.100395455
1180127,343,0.098053056,0.138934161,0.10771568,0.128146768,0.123760769,0.105997708,0.196174112,0.101217746
1557795,184,0.106506685,0.115465585,0.112465206,0.131380036,0.131829236,0.106925947,0.182033855,0.11339345
760493,133,0.100476913,0.115661878,0.119347444,0.134900046,0.130719466,0.112042798,0.185683988,0.101167467
748862,89,0.097307061,0.133330585,0.109636502,0.12950966,0.135592271,0.112542528,0.184633912,0.097447479
2890058,207,0.086361689,0.121916135,0.10905622,0.132403487,0.139169292,0.109635878,0.197284669,0.10417263
629018,233,0.113814026,0.116046344,0.123140449,0.134833659,0.119101817,0.101921408,0.175096739,0.116045558
1072435,112,0.10655591,0.108170356,0.111181115,0.132361144,0.12817807,0.106780872,0.198313489,0.108459044
938937,270,0.103111344,0.122339235,0.121089694,0.136204252,0.125764051,0.101869664,0.186007187,0.103614573
1095398,156,0.108909378,0.117812624,0.124590878,0.127221435,0.120511681,0.108715868,0.187327895,0.104910241
1098346,259,0.102667582,0.110647147,0.119736862,0.129874774,0.123837314,0.100099392,0.188973818,0.124163111
1010292,72,0.092926963,0.127601618,0.108972669,0.128966669,0.122611628,0.117860411,0.196963681,0.104096361
1198897,152,0.101587015,0.111935024,0.124064992,0.13848606,0.127622212,0.102612066,0.18452279,0.109169842
411183,61,0.110426192,0.103059807,0.140125013,0.135634695,0.117160656,0.102511484,0.166597227,0.124484925
470615,124,0.120335766,0.121047257,0.118909641,0.127932556,0.123256554,0.101703985,0.178054173,0.108760067
480142,75,0.112398945,0.110521264,0.119724934,0.127314477,0.124275625,0.108445327,0.18696211,0.110357319
441609,70,0.091481247,0.117086861,0.115721623,0.134903082,0.138282455,0.112560126,0.190903866,0.09906074
16097077,1329,0.092359736,0.126951002,0.110770056,0.130246108,0.136072802,0.112986875,0.191423542,0.09918988
431307,50,0.10738554,0.119151463,0.119007379,0.128742117,0.125112935,0.104585057,0.187565643,0.108449866
956175,55,0.100815599,0.109875768,0.122097869,0.132314581,0.124295252,0.103600711,0.195285304,0.111714916
1683308,477,0.091029757,0.121195913,0.11501673,0.132839673,0.130872399,0.105832698,0.199747013,0.103465817
569026,88,0.104640815,0.126135047,0.108728209,0.131791587,0.135173714,0.11130393,0.182750085,0.099476613
1738069,276,0.107788289,0.110998707,0.116360282,0.130397138,0.132470529,0.108401304,0.185934153,0.107649598
807653,199,0.106505332,0.113763634,0.116253373,0.129683546,0.124877051,0.108622487,0.193874714,0.106419864
666784,148,0.114696967,0.109651141,0.126039824,0.123662142,0.117296027,0.105275387,0.182656304,0.120722208
481834,595,0.098406799,0.113084949,0.128898046,0.131599565,0.130013375,0.103313684,0.181708497,0.112975086
1437808,402,0.105794646,0.11180379,0.125380765,0.135212427,0.128898726,0.104401267,0.18027821,0.108230169
512817,193,0.109359446,0.108312808,0.123887282,0.137366566,0.122817683,0.104418688,0.18809711,0.105740417
763145,146,0.104738719,0.130545812,0.108632313,0.123409743,0.131727636,0.107586633,0.189113825,0.104245319
833308,150,0.114868492,0.108992009,0.120800939,0.126730722,0.122072721,0.105606407,0.179360218,0.121568492
517779,39,0.08529006,0.13021324,0.108658502,0.131099246,0.136848385,0.113392574,0.19371655,0.100781444
2543750,552,0.101029319,0.103303891,0.136577468,0.130462448,0.122386019,0.099708938,0.184743391,0.121788526
1112000,69,0.094062958,0.11721713,0.11523541,0.134823108,0.134022827,0.106288937,0.191748394,0.106601235
716979,56,0.090369636,0.114773378,0.120932489,0.139596426,0.134655058,0.102698525,0.190141593,0.106832896
297107,64,0.105051515,0.109887379,0.125694832,0.133378628,0.124276947,0.107258009,0.185106225,0.109346464
483137,171,0.09601327,0.124351783,0.111412722,0.130562368,0.134440883,0.108080111,0.193998365,0.101140498
639995,97,0.108123588,0.105806714,0.141334887,0.13917347,0.121949494,0.103337059,0.171186932,0.109087857
541603,96,0.106741079,0.103525819,0.136487505,0.132989041,0.121731106,0.097202066,0.177797088,0.123526295
2066733,174,0.08993321,0.127073504,0.119602389,0.135819041,0.134565823,0.106457312,0.188472826,0.098075896
553253,56,0.134363389,0.108244024,0.11141842,0.123861795,0.122285681,0.100277094,0.174211417,0.125338181
819664,115,0.097567013,0.124339473,0.116509196,0.138183456,0.128457874,0.100775704,0.196440797,0.097726487
497172,140,0.100954225,0.105082063,0.138986842,0.140603087,0.124541732,0.10622853,0.175977109,0.107626412
706235,184,0.10910089,0.117442144,0.116174526,0.131573943,0.125752868,0.111790817,0.184764751,0.103400061
415223,168,0.1022905,0.113460512,0.114862532,0.128924259,0.12971234,0.107845295,0.192146761,0.110757802
778978,93,0.106137107,0.11522966,0.113449374,0.129248465,0.12611952,0.107012425,0.187781475,0.115021975
1939385,380,0.102941246,0.141489394,0.109881502,0.130384039,0.124107093,0.098054397,0.193637306,0.099505022
1780196,58,0.099529151,0.120562105,0.11587877,0.129507621,0.131649151,0.106724936,0.185104029,0.111044238
3157446,304,0.103165194,0.118728756,0.115598067,0.12796196,0.124306363,0.104618352,0.192547891,0.113073417
397719,42,0.108356422,0.11718334,0.122185664,0.124392337,0.121230167,0.106309384,0.179404198,0.120938488
652315,74,0.056296148,0.128313009,0.072896955,0.117878248,0.163379145,0.125968574,0.242775567,0.092492354
415566,93,0.09820452,0.112611001,0.126918641,0.128282145,0.125312682,0.107117496,0.18623041,0.115323104
1417163,277,0.109981485,0.107427571,0.118724229,0.128824619,0.123202871,0.10370351,0.198788846,0.109346869
359942,43,0.121847613,0.112088657,0.114440088,0.130840975,0.121230011,0.106434259,0.178411788,0.114706609
1055904,120,0.090110035,0.132211234,0.109024725,0.133079015,0.13694414,0.107314077,0.192637835,0.09867894
15601385,296,0.106346626,0.115879423,0.115337056,0.129795685,0.128873107,0.105595833,0.183293464,0.114878805
437800,35,0.091031586,0.123809483,0.112406189,0.128313448,0.132059916,0.111955748,0.201184331,0.0992393
1705132,151,0.122971805,0.1192987,0.115122089,0.125623504,0.120051367,0.102381943,0.1802758,0.114274791
761716,111,0.109146443,0.113151106,0.121888455,0.131257949,0.125365101,0.102982135,0.185959699,0.11024911
717531,37,0.092862589,0.115422462,0.12429449,0.136631229,0.128458513,0.112303568,0.186625788,0.103401361
1224278,472,0.09577593,0.11428938,0.125202131,0.132381096,0.131074688,0.099166227,0.191735954,0.110374594
702550,144,0.115254629,0.112156352,0.118813862,0.126143677,0.123007396,0.10531536,0.185312244,0.113996479
2835976,238,0.093907878,0.113886164,0.125174322,0.144022161,0.129709278,0.106144652,0.178132429,0.109023116
495585,113,0.110911069,0.114683097,0.115953732,0.131124765,0.125924775,0.102759981,0.187898046,0.110744535
528451,95,0.107684402,0.116964012,0.115565465,0.131370813,0.128361955,0.10733207,0.186945609,0.105775673
496827,68,0.10820804,0.122813341,0.117312439,0.135101048,0.126267415,0.105083281,0.184100425,0.101114011
696319,171,0.123907734,0.116116476,0.115239977,0.12691503,0.12097411,0.10309169,0.177585698,0.116169284
433879,36,0.100154858,0.125500062,0.114284334,0.130200366,0.129115926,0.108509713,0.19109253,0.101142211
741625,196,0.104411769,0.101419934,0.141576308,0.145917761,0.117307338,0.107001964,0.176302919,0.106062007
7638978,1137,0.09932645,0.114369194,0.114191768,0.131411988,0.129616287,0.106017828,0.194809519,0.110256966
1718568,209,0.098825419,0.126506573,0.112805033,0.129313324,0.134975758,0.110091658,0.183326393,0.104155843
656762,250,0.10274177,0.110601585,0.12365038,0.135585899,0.125690168,0.104762249,0.191154214,0.105813735
2054164,266,0.094300955,0.115301316,0.116640502,0.134008967,0.127648725,0.103559074,0.201033772,0.10750669
4329332,948,0.11271659,0.111922342,0.118491379,0.132845059,0.124536587,0.106760425,0.185527134,0.107200484
540897,142,0.10309068,0.118170144,0.118808438,0.130654588,0.125817996,0.103775116,0.193537153,0.106145885
610454,277,0.100668276,0.109221458,0.135128557,0.141370269,0.122946407,0.103773402,0.180334369,0.106557263
710710,110,0.11204374,0.119321695,0.11461298,0.128636323,0.127422335,0.10676298,0.183463438,0.107736509
4375111,383,0.090454491,0.124654498,0.108427966,0.130780072,0.131953637,0.106779867,0.205197688,0.101751781
840223,68,0.10308245,0.117408865,0.120760954,0.129789125,0.12356596,0.10306019,0.192065426,0.110267029
674090,189,0.088436903,0.118621691,0.115169417,0.134304683,0.136960188,0.105506427,0.194219832,0.106780858
3841631,425,0.092548682,0.125651358,0.110270908,0.136048364,0.130313036,0.10155486,0.199822005,0.103790788
567000,90,0.095135314,0.114067125,0.113425671,0.128045658,0.133686708,0.112964618,0.181924986,0.120749921
654080,112,0.099733623,0.123821715,0.114937711,0.131783677,0.132045969,0.110721715,0.18439948,0.102556109
1890066,197,0.094051046,0.125300136,0.10924022,0.129701568,0.131214946,0.109381202,0.197240358,0.103870523
2797058,216,0.083662615,0.127099879,0.103075078,0.129304478,0.145060675,0.110657498,0.20198986,0.099149916
971594,258,0.089550814,0.114484146,0.116098018,0.135585751,0.13579734,0.104075504,0.199867348,0.104541078
680486,90,0.108461977,0.11451281,0.123225924,0.13121228,0.127820134,0.107529353,0.175388644,0.111848878
575346,210,0.111787012,0.110477338,0.125193359,0.135579441,0.127426537,0.103388829,0.172608576,0.113538907
1974007,317,0.108015162,0.115355783,0.12532572,0.128420494,0.122049261,0.106697342,0.182162146,0.111974092
1022426,164,0.097577179,0.124909126,0.11384723,0.133597534,0.135798636,0.107890128,0.18595297,0.100427196
708408,101,0.116172159,0.125727249,0.118671635,0.12556546,0.122815115,0.09837776,0.172861584,0.119809038
384626,82,0.105970571,0.117229005,0.119648061,0.132234471,0.126823487,0.104997719,0.184064304,0.109032383
4573252,1309,0.093753244,0.11916064,0.108612314,0.129145066,0.133035462,0.117239624,0.195862738,0.103190911
719238,104,0.123195237,0.11341714,0.1164083,0.124400127,0.12192487,0.099984638,0.17269557,0.127974118
733293,73,0.095061716,0.115624597,0.119149223,0.135510619,0.131932434,0.103549961,0.191375002,0.107796447
3433437,3356,0.096091807,0.115199471,0.126437412,0.139201536,0.12381918,0.09972089,0.198551026,0.100978678
320717,76,0.115631419,0.110049195,0.143475176,0.13341499,0.11820404,0.100356264,0.16354603,0.115322886
876649,146,0.095980613,0.112897737,0.128788046,0.140265234,0.128274331,0.107798564,0.181506492,0.104488984
622046,180,0.140943277,0.1228954,0.110469333,0.120602363,0.122981157,0.102238122,0.166221825,0.113648523
1163387,180,0.085809949,0.121151679,0.104075131,0.132589086,0.135081498,0.111198805,0.203452227,0.106641625
857400,270,0.102476371,0.106683889,0.136713681,0.13391958,0.119541305,0.102753982,0.180508677,0.117402516
940686,152,0.088752359,0.11120228,0.116654129,0.129399039,0.128337353,0.106201121,0.206386481,0.113067239
684929,137,0.101517319,0.12891368,0.110908649,0.130020094,0.13044919,0.103044432,0.188954258,0.106192378
6475731,422,0.088859297,0.118602936,0.112618388,0.139258957,0.136567204,0.111476072,0.193229973,0.099387174
4782854,795,0.09095396,0.115223955,0.116462015,0.136972887,0.130770557,0.103852025,0.20323211,0.102532491
1222800,266,0.110349678,0.117906673,0.120098645,0.135767472,0.125739765,0.100566415,0.183795761,0.10577559
523422,140,0.094253318,0.117145532,0.117680117,0.135631627,0.133297811,0.10622562,0.188657196,0.107108779
1922563,183,0.097005208,0.131341018,0.11073713,0.127943273,0.130446768,0.110102757,0.192709233,0.099714614
403708,59,0.10518037,0.122145823,0.127102917,0.13184504,0.134830201,0.093728135,0.177509147,0.107658367
860139,192,0.082570404,0.11701767,0.110756396,0.126857018,0.142083891,0.103458515,0.202527773,0.114728333
1838628,2272,0.107587,0.114404561,0.121905362,0.133374522,0.124504561,0.101772184,0.186887579,0.109564232
1209663,117,0.111721509,0.114386226,0.12410026,0.133261458,0.127576113,0.099434669,0.179692558,0.109827208
766536,140,0.097902261,0.116262099,0.12004202,0.136923049,0.121052833,0.112823144,0.189745679,0.105248915
524790,65,0.088428065,0.118370787,0.110246526,0.132656074,0.132734752,0.110985037,0.21012256,0.096456198
579754,77,0.109998529,0.125284044,0.1187274,0.125298511,0.126333557,0.104606676,0.180954594,0.10879669
2611707,1545,0.094342952,0.117978574,0.124736208,0.137443722,0.131715102,0.104129176,0.180807085,0.108847179
295059,38,0.127345283,0.114159772,0.119272411,0.128572023,0.116098332,0.103634619,0.177762888,0.113154671
3917039,181,0.090656819,0.121436115,0.11063953,0.133356213,0.132475622,0.112671846,0.197793735,0.10097012
538014,89,0.097200437,0.116254046,0.126803057,0.142653159,0.128801998,0.104571364,0.183792901,0.099923038
473956,150,0.095561718,0.110539611,0.125011006,0.134866344,0.127668491,0.102961396,0.193412889,0.109978545
1542898,278,0.090644285,0.127901659,0.115242174,0.136459232,0.131183654,0.106708337,0.197206767,0.094653893
642744,84,0.103300248,0.113904546,0.114171828,0.128763161,0.128013344,0.10500794,0.191924685,0.11491425
619489,79,0.092436172,0.120939553,0.114863356,0.136900776,0.131155219,0.109073181,0.198912977,0.095718765
2212944,279,0.088943019,0.1270443,0.110374952,0.13814753,0.140909928,0.109019244,0.189830717,0.09573031
876307,206,0.104279167,0.107949583,0.126419342,0.131999788,0.123204152,0.105197053,0.185616962,0.115333952
34309432,1930,0.09439418,0.117283792,0.122681732,0.137677839,0.130917489,0.104052278,0.187002023,0.105990667
612260,292,0.116394696,0.111873776,0.134335326,0.123000012,0.118181756,0.099874055,0.173996089,0.12234429
649531,120,0.100504885,0.114164698,0.119062829,0.131286991,0.126427806,0.106352825,0.191365208,0.110834759
577356,64,0.102425891,0.122249974,0.111567796,0.124658384,0.137426844,0.108942417,0.176773987,0.115954707
1324929,314,0.110521943,0.120924682,0.11698872,0.131118267,0.129143377,0.099038862,0.182268929,0.109995219
851719,304,0.124088255,0.121065287,0.110568498,0.126521805,0.120750743,0.104867316,0.183933186,0.10820491
316507,98,0.113743771,0.109833297,0.138057692,0.125258252,0.114433078,0.105856676,0.1769369,0.115880334
2465179,454,0.090750038,0.116735097,0.113125552,0.137322799,0.129533889,0.10887867,0.205003384,0.098650571
3362099,233,0.092315664,0.126947855,0.118136516,0.126790863,0.130526135,0.103247696,0.192137781,0.109897489
4149065,585,0.125686608,0.120125738,0.118684191,0.123483923,0.11590812,0.103059361,0.173874371,0.119177689
2108816,650,0.10016356,0.122242328,0.119581921,0.130355669,0.127880594,0.107186739,0.186125949,0.106463239
358820,68,0.107290903,0.118434089,0.115090265,0.133590232,0.123267374,0.105636148,0.181130961,0.115560028
603657,212,0.104816912,0.123469886,0.116190228,0.122384996,0.126981738,0.109816566,0.185362523,0.110977152
1086357,580,0.113702829,0.129037193,0.115085918,0.130563325,0.117047747,0.104917123,0.187679021,0.101966844
7266316,1234,0.094587179,0.11449684,0.119335479,0.133724347,0.129128873,0.104381096,0.196779803,0.107566384
1033272,304,0.08632135,0.125125799,0.11220706,0.138760868,0.149033547,0.110613536,0.183921047,0.094016793
1057238,1502,0.109867745,0.103825588,0.137134334,0.129711638,0.119671732,0.097887195,0.179583818,0.122317951
541076,139,0.176885059,0.107945677,0.111709893,0.12094278,0.111051935,0.100433744,0.16371213,0.107318783
389961,88,0.090616223,0.122064121,0.120205127,0.138718684,0.129138778,0.10775843,0.195368801,0.096129837
1514014,227,0.092730927,0.12733139,0.113949338,0.133183482,0.133390839,0.110134769,0.188395627,0.100883629
1426130,342,0.110283453,0.113166794,0.132783384,0.122230476,0.120217541,0.104981928,0.175620061,0.120716364
1451649,477,0.097610232,0.121330851,0.121821442,0.137646017,0.132804727,0.105201808,0.17955093,0.104033993
1616851,228,0.106862741,0.128671651,0.111028411,0.1273241,0.127229431,0.106166731,0.188640372,0.104076563
1059130,142,0.090405347,0.122617612,0.113251383,0.134622049,0.135134471,0.110013822,0.190726144,0.103229172
1160672,393,0.083727469,0.109548054,0.124807902,0.141225852,0.141747359,0.111246789,0.18484025,0.102856325
327406,86,0.104620076,0.105973071,0.13313725,0.125810781,0.12147644,0.1031994,0.18871221,0.117070773
1056987,491,0.099562388,0.116863534,0.121054206,0.138387905,0.127705216,0.104857216,0.188458422,0.103111113
1294171,921,0.132750243,0.107300332,0.124389582,0.132317581,0.117883429,0.105962997,0.169013528,0.110382308
1231159,149,0.085307859,0.127079681,0.105541139,0.12771276,0.142463186,0.115729074,0.195317383,0.100848918
2428958,837,0.102658097,0.128411588,0.119975994,0.134528491,0.128420084,0.102547642,0.180275768,0.103182336
777079,223,0.092389986,0.125318678,0.122924058,0.138783026,0.136391277,0.111193773,0.172574279,0.100424923
428470,62,0.112775193,0.112399949,0.13378985,0.12903085,0.120449425,0.104925492,0.169489123,0.117140117
1579033,683,0.088359669,0.114751132,0.114680113,0.131746239,0.13201464,0.10563339,0.208399381,0.104415436
587639,155,0.094544631,0.122826122,0.10564488,0.128639954,0.126661131,0.106912485,0.205257288,0.109513509
2785058,363,0.095604799,0.116125718,0.117403612,0.136236246,0.129027906,0.105582715,0.195661846,0.104357158
629753,135,0.090670568,0.121440793,0.115063489,0.134442426,0.133765875,0.107929859,0.198476381,0.098210607
772299,147,0.093666234,0.112472932,0.115972187,0.131873028,0.126386266,0.106760407,0.205843101,0.107025844
957087,287,0.115086212,0.114513634,0.114197069,0.127542322,0.118174814,0.099242176,0.194507901,0.116735873
1014201,138,0.085715882,0.126822629,0.109401931,0.135452112,0.141527707,0.109368431,0.193129762,0.098581545
954924,294,0.101065754,0.113328755,0.120338991,0.13726425,0.128960364,0.106594948,0.188409517,0.104037421
668454,118,0.104388027,0.108786853,0.123029658,0.131746772,0.125601016,0.114385451,0.17904744,0.113014784
362741,69,0.11913512,0.114932147,0.129421411,0.123589818,0.117157197,0.102216663,0.174717996,0.118829647
