views,comments,AFRAID,AMUSED,ANGRY,ANNOYED,DONT_CARE,HAPPY,INSPIRED,SAD
785872,53,0.111927615,0.115286358,0.125266236,0.132488374,0.127307411,0.106259627,0.174361944,0.107102434
545664,29,0.103428153,0.113885084,0.120462087,0.130263334,0.127330098,0.106070705,0.185359049,0.113201489
487972,46,0.081857885,0.118622701,0.113224436,0.131623338,0.148929055,0.106308842,0.191752097,0.107681646
807628,84,0.089786099,0.127005736,0.108676759,0.130377649,0.138476369,0.108246642,0.194433429,0.102997318
200726,43,0.107657201,0.105136864,0.122117361,0.128580351,0.124829768,0.104869918,0.187295318,0.119513219
412154,26,0.103846063,0.122620062,0.111911737,0.130731351,0.132374037,0.108025668,0.187924333,0.10256675
1034064,70,0.086154436,0.124707406,0.103209615,0.130459013,0.141044607,0.112603489,0.203516489,0.098304945
777609,61,0.094195576,0.121787959,0.115003834,0.132916591,0.132370072,0.105377798,0.192847011,0.105501159
1004893,137,0.113268513,0.132938058,0.110876665,0.126548866,0.11810111,0.10722599,0.188739142,0.102301655
974087,64,0.093385625,0.123267496,0.11600012,0.136803044,0.135061372,0.107327278,0.187335286,0.100819781
21190883,2877,0.105955245,0.125815256,0.111921023,0.12793021,0.123130479,0.102201329,0.192619182,0.110427277
620806,9,0.096332799,0.119078271,0.118697034,0.130812157,0.131572452,0.108134316,0.187534355,0.107838616
1357888,231,0.090837871,0.11520987,0.116613831,0.130824936,0.128767209,0.108533138,0.200646102,0.108567043
1277619,456,0.096818673,0.109940134,0.126816255,0.137898416,0.12557201,0.099388968,0.195146514,0.108419031
473165,69,0.101358253,0.115517905,0.113472555,0.129288266,0.130529047,0.106458942,0.198085901,0.105289131
763815,67,0.106497046,0.115971024,0.115253894,0.130591863,0.126516786,0.109154524,0.18839668,0.107618182
1485761,156,0.111698321,0.126910029,0.110080079,0.124664528,0.124092325,0.105157665,0.187187549,0.110209503
2283491,251,0.096936016,0.119319998,0.114081898,0.13092573,0.130107688,0.106771465,0.196610061,0.105247143
1224127,82,0.083477653,0.12584799,0.118003024,0.134882897,0.138787339,0.106007611,0.18394016,0.109053325
311741,39,0.112473685,0.116495809,0.120028127,0.129440167,0.129155385,0.102824342,0.179079674,0.110502811
480377,68,0.097475479,0.114757134,0.118817923,0.134117426,0.137071935,0.107955907,0.178871824,0.110932373
8655723,551,0.10203386,0.127286001,0.114855458,0.135242178,0.128467433,0.104942761,0.186798682,0.100373626
1751426,664,0.112936854,0.109711455,0.124463131,0.133640629,0.122484032,0.104301011,0.183039581,0.109423307
5483940,258,0.095964594,0.128416913,0.112139633,0.13041199,0.130542979,0.116711048,0.188937355,0.096875487
497153,87,0.08896211,0.123563866,0.107211063,0.12926791,0.137366128,0.115104161,0.199809096,0.098715666
753974,92,0.102647659,0.115646711,0.123177393,0.136833755,0.128796885,0.107338987,0.180907125,0.104651485
371754,51,0.111020568,0.105110215,0.122871557,0.131800878,0.12457939,0.106839872,0.183926043,0.113851478
2477746,145,0.091592321,0.116501457,0.121734272,0.136889488,0.129276483,0.100609559,0.193788625,0.109607795
4119616,534,0.102614003,0.127984748,0.110358578,0.128188049,0.125317003,0.10576166,0.200534797,0.099241162
3074172,292,0.103837777,0.125243929,0.107010284,0.126484625,0.12627738,0.105141685,0.20512613,0.10087819
362609,39,0.096589252,0.120962754,0.110875492,0.133016186,0.137752569,0.106990987,0.184725059,0.109087702
315244,32,0.093408009,0.114604821,0.112591082,0.133514092,0.132117593,0.109241668,0.202001156,0.10252158
4060628,356,0.127903825,0.117970878,0.120742044,0.121925766,0.117665763,0.104955649,0.175254509,0.113581565
442623,69,0.142896758,0.113352643,0.116690013,0.129560892,0.116750626,0.098277739,0.175197677,0.107273652
944836,82,0.085372024,0.130455802,0.104911546,0.129896313,0.135927424,0.108866481,0.208069954,0.096500456
2398373,303,0.094962384,0.130206241,0.114106163,0.127494394,0.126856369,0.106563447,0.188239074,0.111571927
1888717,211,0.109907971,0.112775542,0.124723779,0.132357675,0.131724849,0.10246521,0.173643098,0.112401876
3830672,537,0.109515429,0.123255312,0.114854964,0.125567966,0.124964009,0.108241191,0.18355052,0.110050609
1281570,111,0.118298685,0.11783222,0.116526752,0.126412384,0.120850163,0.104993317,0.181382202,0.113704277
1109822,60,0.086572219,0.125078134,0.107819654,0.131788852,0.137976237,0.111053575,0.200932082,0.098779246
672113,76,0.088041739,0.125003701,0.112206697,0.132895056,0.133395158,0.107918672,0.198580388,0.101958589
230569,49,0.105825131,0.112183643,0.123920125,0.134092406,0.126092753,0.103698577,0.181891376,0.11229599
990220,139,0.107139494,0.107951687,0.125326082,0.141208528,0.124568528,0.107991947,0.179954632,0.105859103
735638,358,0.097938021,0.134970058,0.114364465,0.136579361,0.129823546,0.101195522,0.187515661,0.097613367
437132,57,0.104387468,0.12839833,0.112665552,0.127418401,0.129161693,0.104659152,0.18830818,0.105001224
984223,174,0.102288627,0.117414954,0.115289464,0.130827659,0.124838096,0.103570313,0.19176571,0.114005177
785293,76,0.091467537,0.125591038,0.109408256,0.131615651,0.130128323,0.111343624,0.196425705,0.104019867
838799,85,0.099327311,0.1218611,0.120290757,0.13737629,0.128221763,0.106441488,0.183767192,0.102714099
1520108,218,0.100545314,0.112608804,0.124190786,0.135565588,0.129042191,0.103132027,0.181042454,0.113872836
1384333,102,0.115271898,0.127815731,0.112418297,0.128889959,0.123365539,0.10493825,0.177166934,0.110133391
799797,83,0.10114944,0.128385639,0.111903464,0.125656834,0.132109726,0.107970665,0.188113471,0.10471076
857181,131,0.125788688,0.124822135,0.113429719,0.126162092,0.126015733,0.105421635,0.173185715,0.105174283
749952,119,0.103147807,0.114789094,0.121063321,0.132690742,0.127935359,0.103399475,0.177891205,0.119082998
9315483,638,0.087210964,0.118601059,0.112582633,0.133802459,0.137574032,0.105464501,0.197412938,0.107351414
398643,43,0.095549703,0.115775,0.115763471,0.137571197,0.135260866,0.108788036,0.186867557,0.104424171
680591,42,0.092314159,0.131419058,0.109999679,0.127865251,0.137816413,0.107389656,0.183216258,0.109979525
497899,38,0.105474634,0.12035191,0.118724767,0.128899988,0.123160548,0.109473644,0.180344987,0.113569523
1123955,197,0.092737153,0.113726864,0.123938782,0.134100418,0.133917146,0.100764399,0.183150421,0.117664818
327542,49,0.09092254,0.117243821,0.116493652,0.134077603,0.131867572,0.110369759,0.196970421,0.102054633
368974,41,0.110621285,0.102889099,0.138727968,0.128119488,0.118728245,0.101518077,0.177169306,0.122226532
325148,43,0.095608747,0.129454304,0.111054643,0.132584581,0.13601464,0.108002375,0.185295713,0.101984997
920941,166,0.091618854,0.115288028,0.115323213,0.132593514,0.138987044,0.108176037,0.187806606,0.110206704
1097533,64,0.100746807,0.110628611,0.127266555,0.137771343,0.127469466,0.107460428,0.180447375,0.108209416
1013879,59,0.097950781,0.115814018,0.122850441,0.133446773,0.13203703,0.103329689,0.18018538,0.114385889
895199,87,0.107961524,0.123646451,0.107497964,0.126014766,0.127760577,0.105570346,0.192055653,0.109492721
4883112,229,0.094311833,0.123760395,0.114337793,0.130168771,0.132044414,0.101562263,0.190022138,0.113792394
1532675,791,0.101525125,0.111203364,0.124438292,0.136628187,0.126745911,0.099569405,0.18764581,0.112243905
2291701,583,0.089619,0.120903649,0.116786937,0.135855429,0.13308492,0.103907386,0.197051499,0.10279118
