AFRAID,AMUSED,ANGRY,ANNOYED,DONT_CARE,HAPPY,INSPIRED,SAD
0.09279423035083662,0.1141766045048574,0.11647180487773583,0.13236452874016583,0.12996320081026425,0.1058393715773011,0.20124741636154367,0.1071428427772953
0.10823761446121197,0.11197526406579501,0.12179893844456953,0.13488537198380757,0.12998129399516078,0.10709951524703835,0.17858758326216057,0.10743441854025622
0.09367171534436708,0.12389435643635849,0.11540957787475643,0.13856018674811585,0.13851769162588587,0.10880242872030271,0.1795803368493031,0.10156370640091048
0.10592586445866395,0.1061974014846416,0.12877208716269994,0.13435570781377482,0.12130546533270803,0.1085974262721792,0.18239446726063266,0.11245158021469984
0.10861714817379182,0.11221473916065626,0.11895935984971562,0.12973526549812084,0.12680947705391968,0.10717323981882812,0.1842427743527165,0.1122479960922512
0.09211425603604632,0.11666163489837239,0.11816977035079412,0.13469487127912141,0.1306147671397042,0.10413146187162273,0.19749244188829582,0.106120796536043
0.09020549854001647,0.11663789374980636,0.12415989713793203,0.13873300282085183,0.1341781078152016,0.10112553453279265,0.18658812566435146,0.10837193973904763
0.09753878704010775,0.11868906068147195,0.12068757852125821,0.13535340180515187,0.1278223680925138,0.11216287624940402,0.1839259115559597,0.10382001605413269
0.09729316469216956,0.12238470218680354,0.12022467962582485,0.13961212354383148,0.12617500114165842,0.1013923824399699,0.19259334278359377,0.10032460358614846
0.09216126441042931,0.11327630674519219,0.12376908347800727,0.13795848184332843,0.13239517880916354,0.10269387429425891,0.192493019574191,0.10525279084542936
0.10085695241150759,0.10801020137376509,0.11972246037482924,0.13328773928675894,0.12895048011872048,0.10849420295194534,0.19273920711622913,0.10793875636624417
0.09978592234147889,0.11376049105677523,0.11929658034153752,0.13157415103306958,0.13093538927941248,0.10400408727605001,0.18799982147821373,0.11264355719346257
0.1501431724166811,0.10555703035740084,0.12078568735695967,0.1289917067787933,0.1186014712616887,0.09887700603608031,0.16645398691999996,0.11058993887239611
0.08909295523191488,0.12756597228736183,0.11083487610540725,0.12981812554572336,0.1369531141594464,0.11594967768517418,0.19134808679024953,0.09843719219472256
0.09430070837286429,0.11647383438373987,0.11678959792711857,0.13830435985453746,0.1344874829174889,0.11019789780767815,0.18444185525515153,0.10500426348142121
0.08187447923350212,0.12503273883310004,0.10392854643224764,0.13518552307852935,0.13432565453823037,0.11046811199147843,0.20454879864055586,0.10463614725235619
0.07972442387190055,0.1348497692487702,0.10344543095720422,0.13312747123097593,0.14500177423713376,0.11555886126135542,0.19653726753228423,0.09175500166037569
0.11028405065289253,0.10991565342200338,0.12007218813810584,0.1259815404718006,0.12003620057612957,0.10938882795353097,0.1864895933430943,0.11783194544244281
0.09694816298863643,0.12349857422682212,0.11021468135274691,0.13073465894170633,0.1317857157009352,0.1095436496314967,0.19628652643748631,0.10098803072017001
0.09598222419874808,0.11731310793191956,0.12350833318557701,0.14182427106805615,0.13271691810785957,0.1042319857485463,0.1850683346093475,0.09935482514994586
0.09347903951156275,0.12035996055557283,0.11306812004197143,0.13380468700222803,0.1283451361881334,0.11108447484830765,0.20224991128436748,0.09760867056785642
0.0939872254334969,0.11994733014167622,0.12094931469244506,0.13714446128191543,0.1336043451437526,0.10655206400084136,0.1864042896322198,0.10141096967365265
0.09171789507617849,0.1160784649044798,0.11876620977878166,0.1333186358033336,0.13484800210743092,0.10354138444604331,0.19370674301233692,0.10802266487141526
0.09478657931467538,0.12580577907801738,0.11284225379165207,0.13135100871002658,0.13210964847830378,0.10224276855738551,0.1934999882997249,0.1073619737702144
0.09614469684322925,0.1164241551710213,0.11839960323177892,0.13073672095078376,0.1333352742424828,0.10256259739367407,0.1928335592756355,0.10956339289139444
0.10646235917746338,0.12274160915058932,0.12107412015245068,0.13191248361697702,0.12462107652493724,0.1019581740804366,0.1857271552516974,0.10550302204544834
0.10238810988472291,0.12837704972291158,0.11259713760567809,0.12836081975681723,0.1276493383582052,0.10407733905394652,0.1895803810311573,0.10696982458656117
0.09737914827042694,0.11509276768649845,0.13203090267431775,0.13606754872209342,0.1300543839275315,0.10226677142082422,0.1768005421561538,0.11030793514215395
0.09330536217014024,0.12689406993402802,0.1135852237193099,0.12866989877513402,0.13225970218890365,0.11714283479405517,0.19009880606993046,0.09804410234849853
0.09397322111428906,0.12266102717744264,0.11427018718741015,0.1345832117632728,0.1323983706388279,0.10327250412737465,0.19397855382700327,0.10486292416437955
0.09355341538345488,0.12434310877309791,0.11802323672832471,0.13684258878322172,0.13312235678509793,0.10629097583940168,0.18223537466753267,0.10558894303986852
0.1250661231365225,0.11604782539529024,0.11735869734464911,0.13306493131684977,0.1173478419545232,0.09738946340676098,0.17713657115492237,0.11658854629048182
0.10315582714607703,0.11808991614813015,0.11962906942784884,0.13478241176449454,0.12753217367431344,0.10421245721279268,0.18745363829010667,0.10514450633623663
0.10531019201228418,0.10849103027977555,0.12949748812504197,0.13586811285769126,0.12371510838898228,0.10534550660555311,0.1808292617876655,0.11094329994300613
0.09994369314225973,0.11092213666783086,0.11984399744821767,0.1334722800165372,0.12908744467578293,0.10794106451774546,0.18715702591449887,0.11163235761712731
0.09705437712938995,0.11450423168278749,0.12336687292267388,0.1392234562377303,0.13170600065960453,0.10801854696616166,0.18253521199821102,0.10359130240344114
